4,101,4,1,1,42
4,103,3,3,2,173
2,103,3,4,3,254
1,101,4,9,1,486
2,104,4,8,5,289
4,101,4,6,5,26
5,101,5,1,1,484
2,104,5,2,6,61
1,105,4,3,5,45
1,103,1,8,1,123
3,103,3,7,4,243
5,104,4,7,6,103
4,104,3,5,6,221
1,101,4,8,4,382
1,104,2,8,4,296
5,103,2,6,6,208
2,105,2,8,2,351
2,104,3,5,5,62
4,104,1,8,6,399
3,104,3,6,4,107
5,101,1,1,5,341
5,101,5,5,3,400
1,102,5,4,5,281
3,105,4,5,6,289
5,104,4,7,1,468
5,104,3,3,2,499
2,102,4,2,6,290
2,105,1,9,4,173
1,102,1,9,3,408
2,102,1,5,4,439
5,102,1,4,2,62
5,103,3,7,6,359
1,102,1,1,3,93
5,102,5,6,5,450
5,101,3,3,1,310
1,103,5,3,4,17
2,102,1,8,3,298
2,102,2,7,6,442
3,101,5,2,2,206
3,102,5,3,4,464
5,104,2,7,2,121
4,102,5,6,4,219
1,104,2,6,1,269
5,105,1,9,5,26
5,101,1,2,5,234
4,102,4,3,6,199
3,105,4,2,4,25
3,103,1,5,4,409
3,102,5,5,4,43
2,102,1,9,5,83
1,104,5,3,6,297
3,101,4,7,3,463
3,105,2,6,1,248
2,104,4,8,6,12
2,105,4,9,6,390
2,105,4,6,5,464
2,104,2,5,5,65
5,104,1,4,6,363
2,104,3,2,3,244
2,104,3,2,4,339
2,101,3,3,1,37
1,105,5,4,2,251
3,101,3,5,4,242
1,101,2,2,3,494
2,101,2,5,4,342
4,104,5,2,3,424
5,101,5,7,2,14
5,103,3,7,6,468
5,104,5,1,6,74
1,102,2,6,1,361
5,102,3,4,1,423
5,102,5,4,6,367
4,101,3,6,2,315
5,102,1,2,4,198
3,103,4,8,6,82
4,102,1,8,1,154
2,104,5,8,4,204
1,102,2,6,3,153
5,104,1,2,4,89
2,103,4,8,5,389
3,104,1,9,5,493
2,104,5,6,3,101
5,102,2,5,2,178
4,104,3,9,6,329
1,102,5,3,4,191
3,102,1,2,3,293
3,105,1,1,5,185
3,104,5,5,1,384
2,103,4,3,4,248
1,104,2,7,1,117
1,104,2,1,2,151
2,104,2,3,6,301
1,105,2,9,6,377
4,105,1,9,5,182
2,104,4,1,2,270
4,102,2,8,6,139
2,102,1,7,3,253
5,102,1,4,6,412
2,101,1,3,4,4
4,101,2,3,6,391
3,102,1,8,4,85
5,104,1,2,5,446
2,104,4,4,3,383
5,102,1,6,3,289
4,103,1,1,6,259
3,105,3,1,4,355
4,101,1,3,5,132
5,101,3,5,2,491
4,102,2,4,3,363
5,105,1,1,3,466
2,104,3,2,1,300
4,102,2,9,3,479
2,105,1,7,2,330
2,102,2,2,6,21
1,101,2,5,6,215
1,104,3,2,1,163
2,104,1,7,2,377
5,103,3,1,5,303
2,103,2,1,4,159
3,102,4,8,2,400
1,105,1,1,5,91
2,101,2,7,4,216
5,101,5,8,4,235
4,101,5,8,5,54
3,103,2,3,3,46
2,105,4,6,1,218
2,104,5,2,4,190
1,102,2,7,4,338
4,105,4,3,5,388
4,105,3,5,6,100
4,104,2,6,4,209
2,105,3,8,1,282
1,101,4,6,3,469
5,105,3,6,6,330
4,101,4,4,5,110
1,105,1,6,5,58
5,105,4,4,2,273
3,102,5,6,6,321
1,105,4,6,5,442
5,101,3,8,4,187
3,103,1,3,1,412
4,103,4,5,5,188
3,105,5,9,3,433
5,104,1,2,1,206
3,104,4,8,3,439
2,101,3,4,2,498
5,105,5,6,2,227
1,101,4,2,2,20
2,102,3,9,3,76
2,104,2,2,4,316
5,101,3,1,4,416
1,101,2,9,5,270
5,103,5,9,4,330
1,105,2,5,3,60
2,101,2,6,1,225
1,102,4,9,6,194
2,104,3,6,6,272
4,103,1,4,4,324
5,101,2,9,1,309
5,104,4,8,3,253
1,105,1,5,5,474
2,103,2,7,6,219
1,103,4,7,4,419
3,105,3,4,5,267
3,105,3,1,4,212
1,104,2,6,2,26
3,103,5,2,3,59
2,104,3,6,4,146
2,101,1,9,6,316
2,105,5,9,6,71
3,101,4,7,1,113
2,101,2,6,5,70
1,102,1,8,1,488
2,105,3,8,5,28
1,104,4,4,2,113
1,103,4,3,5,230
5,104,5,1,2,423
3,104,3,1,1,126
1,101,3,1,6,130
4,105,2,6,2,422
3,105,4,5,6,148
3,101,1,3,5,19
5,105,4,4,3,374
4,101,1,8,3,301
5,104,2,7,2,415
5,103,3,2,5,369
2,103,3,1,3,240
4,104,3,7,2,169
2,101,1,6,3,316
3,104,3,1,5,22
4,103,1,8,1,471
1,103,1,2,4,31
4,102,1,4,1,310
5,103,1,1,6,136
3,105,2,1,5,137
3,102,5,5,6,420
1,101,1,7,1,490
3,105,2,3,2,271
4,104,2,3,1,376
5,102,1,5,4,198
4,103,5,3,1,191
2,104,2,8,6,314
2,104,5,4,1,104
2,105,3,2,4,267
2,102,4,2,2,318
2,101,3,3,5,414
5,102,2,1,2,254
4,102,3,6,3,469
1,103,5,8,1,180
4,102,4,7,5,449
4,102,3,1,3,188
2,102,5,2,3,120
1,105,4,2,5,82
5,101,3,9,5,301
3,102,4,6,2,39
4,101,3,9,4,280
1,104,2,4,6,183
3,105,1,6,3,165
3,105,1,4,6,134
3,105,3,1,5,209
5,105,5,1,3,92
5,102,4,7,1,358
2,102,1,7,3,134
1,102,5,9,2,61
1,103,1,4,3,194
4,103,4,5,5,222
2,101,5,4,6,347
1,104,1,2,6,171
4,104,2,8,3,224
3,102,1,9,3,147
3,102,4,4,6,85
2,101,2,9,3,312
4,102,3,1,5,473
4,103,1,3,6,145
4,101,3,4,2,270
4,102,5,4,5,450
5,101,3,3,5,91
1,103,1,4,5,489
4,102,1,5,4,18
3,105,3,7,1,57
5,105,3,9,3,379
1,101,3,7,4,221
2,105,4,1,2,66
1,103,2,1,2,497
2,103,5,4,1,132
5,101,2,6,5,215
5,104,4,7,6,312
2,104,4,3,4,401
3,102,3,7,4,116
2,101,4,1,3,131
1,101,4,1,6,52
3,101,2,5,1,210
3,102,1,4,2,193
5,103,2,2,4,487
3,101,2,2,2,464
3,101,1,2,5,499
4,101,4,9,1,278
3,104,4,6,2,441
1,102,2,8,4,241
2,104,4,7,3,283
2,101,5,7,5,309
5,101,3,6,5,218
1,104,2,8,1,90
3,103,4,7,4,456
3,101,1,7,3,356
1,102,2,3,6,386
5,103,2,9,5,389
3,103,5,2,6,291
5,104,5,8,3,338
3,102,4,7,5,413
3,105,5,2,4,37
1,105,4,7,6,120
2,103,4,2,2,132
2,104,4,7,3,153
3,103,5,5,2,180
3,103,4,9,6,478
3,103,3,1,6,122
1,103,4,7,5,245
4,104,5,3,3,226
4,102,5,1,2,250
5,103,5,1,5,306
4,102,4,1,1,113
5,101,2,1,5,3
5,105,1,1,4,383
4,103,2,7,4,44
1,102,1,7,2,60
5,103,5,6,3,55
5,102,3,1,6,119
3,102,5,2,2,304
3,101,2,6,4,220
1,101,2,5,4,275
5,104,2,9,2,469
5,101,3,8,6,124
2,104,3,6,1,275
4,103,3,1,4,233
4,104,4,5,2,111
2,102,2,9,3,340
4,104,5,6,1,440
1,101,5,8,4,57
5,104,1,8,2,377
3,102,5,5,6,143
3,104,1,4,3,446
3,103,1,6,4,98
4,105,2,5,6,293
1,104,3,1,4,186
4,103,5,6,3,447
1,105,1,9,6,143
5,104,1,2,3,229
2,102,5,7,1,244
1,105,3,9,5,394
1,105,4,1,6,64
1,102,3,1,6,104
5,103,3,7,3,148
2,105,4,5,1,170
1,104,5,6,3,482
3,103,2,6,6,50
5,105,5,4,1,194
1,105,2,8,6,478
2,101,4,5,4,428
5,105,5,4,2,16
1,105,2,7,2,456
3,102,5,7,1,80
4,105,5,4,6,108
3,104,2,4,3,340
3,104,2,1,5,218
1,101,2,4,5,124
4,104,4,4,4,467
2,103,1,6,6,380
1,104,5,6,2,57
1,105,4,6,4,119
4,101,3,2,3,428
3,101,2,6,2,210
4,104,3,5,4,49
2,101,5,9,6,178
4,102,3,9,3,330
1,102,2,1,3,376
1,101,4,9,3,260
1,101,3,1,4,473
3,101,1,3,1,23
4,104,2,3,3,346
2,101,1,3,4,342
2,104,5,3,2,449
2,105,5,2,6,17
4,103,2,5,2,418
1,102,5,6,5,192
3,101,2,3,3,451
2,101,2,6,5,279
4,103,1,7,6,95
3,105,2,9,4,396
1,104,3,7,2,100
4,101,3,5,1,362
5,105,2,5,2,487
4,103,5,5,5,268
1,102,4,4,1,95
2,104,1,2,6,352
3,101,5,2,3,331
5,105,1,7,6,468
4,101,4,2,6,408
5,102,3,6,5,177
5,102,4,1,4,121
2,101,1,5,1,86
3,105,2,6,1,173
4,101,4,8,1,143
2,103,4,8,2,120
5,105,3,9,3,386
5,103,3,8,5,24
2,101,1,9,1,268
1,105,3,1,2,442
4,101,4,9,6,428
5,103,2,2,4,52
2,101,5,3,1,18
5,101,4,1,3,100
4,102,5,5,3,147
5,104,4,9,6,110
1,105,5,7,4,389
4,101,5,6,1,268
3,103,1,9,2,151
2,102,3,3,5,406
4,103,3,4,5,470
1,102,3,9,1,230
1,101,2,8,4,34
3,105,2,6,3,377
2,101,2,1,3,86
4,101,1,6,3,282
5,101,4,6,5,61
4,105,4,7,4,169
2,104,2,2,1,388
1,105,5,2,4,398
5,104,1,7,3,88
5,105,4,9,6,136
2,105,3,1,1,88
1,104,5,4,2,59
5,105,5,9,1,479
2,101,1,6,2,81
2,104,3,4,4,10
5,102,5,4,2,248
2,105,5,1,1,457
2,105,4,9,6,144
5,103,3,5,4,238
5,102,4,2,5,487
2,102,5,9,4,60
4,103,3,5,5,173
3,104,3,9,6,314
2,105,3,9,5,384
5,104,5,8,1,262
2,103,1,8,6,396
2,102,4,2,5,40
3,105,5,5,5,468
3,105,5,3,4,92
2,104,3,8,6,405
4,103,5,6,6,125
4,102,1,4,5,86
2,102,5,4,3,254
1,105,4,4,3,63
4,101,3,2,1,71
4,104,3,9,4,60
2,104,5,6,4,75
1,103,1,8,5,331
1,105,2,6,3,43
2,101,2,6,5,237
5,105,4,1,2,307
1,101,1,2,5,452
4,104,1,9,2,492
1,101,4,1,5,280
4,105,2,5,4,354
1,105,5,5,1,351
2,104,5,5,6,46
4,103,2,1,5,258
4,105,4,2,5,244
4,102,3,7,3,71
2,101,4,7,1,414
2,104,2,4,2,363
5,105,1,2,6,175
3,104,1,5,4,344
4,102,1,6,5,165
4,104,1,6,1,26
3,103,1,2,2,331
4,104,3,8,3,489
2,105,2,7,3,421
2,104,2,6,6,462
3,102,1,2,1,143
3,104,5,5,6,497
4,104,5,2,4,10
1,105,4,6,1,474
1,101,4,5,3,302
2,102,1,4,2,492
5,103,2,1,1,235
4,102,3,6,1,252
1,104,4,3,5,20
4,105,5,7,3,417
4,101,4,3,5,398
5,103,3,9,2,160
1,101,1,2,6,449
3,102,5,6,3,56
1,102,4,9,1,26
2,105,2,6,1,384
5,104,3,3,1,116
4,105,5,5,1,295
5,105,5,4,1,33
2,102,1,6,2,105
3,104,4,3,3,167
1,101,4,3,2,167
1,105,4,1,4,421
1,103,5,8,5,270
5,102,1,9,2,152
1,103,3,2,3,210
5,105,3,6,4,434
1,103,5,4,5,237
5,101,1,5,5,205
2,105,2,7,2,95
2,102,3,1,5,288
2,105,4,2,1,7
5,101,3,5,3,292
4,103,2,9,5,167
2,105,1,2,2,43
1,105,2,4,3,206
5,102,3,6,1,104
1,101,3,7,5,496
5,105,5,1,2,241
1,104,1,1,2,394
5,103,2,3,1,303
1,104,1,4,5,155
3,103,1,8,2,412
5,102,5,7,6,89
5,103,2,4,1,372
1,104,1,6,4,239
2,102,3,6,2,408
1,104,3,2,3,378
5,103,1,6,3,125
5,105,3,4,3,306
1,103,3,5,1,114
2,102,3,2,6,255
2,103,1,2,4,7
4,105,3,5,4,494
2,102,5,2,6,498
1,103,5,4,2,117
4,104,2,4,6,470
2,103,1,7,3,456
5,101,1,1,6,299
2,101,5,7,6,372
2,102,1,2,3,69
4,102,1,2,6,147
1,102,4,5,4,357
3,102,5,2,1,497
3,103,2,5,4,490
1,102,1,2,4,271
2,101,1,5,3,225
3,101,1,9,1,303
5,103,2,2,5,160
1,102,2,9,1,33
1,102,3,8,1,424
5,104,4,7,6,145
4,102,3,6,3,284
5,104,1,8,2,309
4,104,2,8,2,464
5,102,2,9,5,248
4,105,3,3,1,187
4,101,2,3,6,19
4,102,4,1,5,6
4,102,3,5,5,85
4,101,1,8,5,336
3,102,5,6,5,367
3,103,4,2,3,313
5,101,3,1,2,34
1,105,1,1,3,302
5,101,3,3,3,202
2,104,2,4,1,30
5,101,2,8,1,30
5,105,5,1,4,132
2,103,2,9,2,332
5,104,1,1,6,324
2,104,4,8,2,22
2,103,5,2,1,239
5,103,4,9,3,294
4,102,4,5,3,5
2,102,5,8,3,254
4,104,1,1,5,432
5,102,4,2,5,297
2,101,5,7,4,475
4,101,2,6,6,363
2,105,4,3,4,37
5,102,4,8,4,442
4,101,1,8,6,111
2,103,3,2,3,483
5,104,5,5,6,262
2,103,4,8,6,152
3,102,2,4,2,50
4,103,5,7,1,250
4,105,3,2,4,253
1,105,2,9,4,272
1,103,4,4,6,98
5,104,1,3,6,308
5,103,4,7,6,287
1,104,3,4,3,250
1,102,3,2,5,335
5,103,3,7,6,23
3,102,5,1,6,362
5,103,5,8,3,312
5,104,2,5,3,142
3,105,3,1,3,258
3,103,4,8,2,158
1,105,2,5,1,423
5,102,3,6,2,165
5,102,2,9,1,305
5,103,4,4,1,201
3,105,1,5,6,409
2,101,4,2,2,441
4,105,1,7,1,61
1,104,4,2,2,340
4,103,3,1,3,324
5,104,4,4,5,387
2,103,4,8,6,33
1,101,4,5,4,391
1,103,4,3,3,351
3,102,1,1,2,478
3,102,2,8,2,99
2,102,1,6,6,351
4,102,4,7,5,260
1,102,2,7,5,281
4,105,5,4,2,62
4,103,4,2,6,78
4,103,2,1,3,382
5,104,5,7,3,110
4,105,1,7,1,472
1,104,2,5,6,450
1,102,3,7,3,431
1,104,4,5,2,258
4,105,3,7,2,209
1,104,4,6,5,271
3,104,5,5,4,61
4,101,2,8,2,487
2,105,2,6,5,311
2,102,1,9,6,283
1,105,1,3,3,214
1,101,5,3,5,254
4,103,3,2,4,149
5,105,3,2,2,91
5,104,2,4,5,280
4,102,4,5,1,185
1,104,3,4,1,497
3,102,5,4,1,213
4,105,1,1,5,454
3,104,4,1,1,185
5,101,3,9,3,488
1,104,5,2,5,368
1,104,1,6,6,126
2,101,4,5,3,308
1,101,5,4,5,391
5,105,2,7,6,479
2,103,1,9,2,52
4,105,2,9,1,238
1,104,5,4,3,157
4,101,5,7,6,30
1,101,4,6,6,108
4,101,2,9,1,178
2,101,5,6,3,3
4,103,1,6,6,316
5,104,5,7,6,73
4,101,4,9,1,61
3,104,5,5,6,486
5,101,4,2,1,199
4,104,1,5,3,276
2,103,5,1,6,119
3,105,3,7,5,278
5,102,5,1,2,2
2,104,2,8,2,181
2,105,2,9,3,238
5,105,5,6,4,83
4,102,3,4,6,62
1,105,2,6,2,334
3,101,5,7,3,475
5,101,3,4,1,406
5,103,4,1,2,236
2,101,4,3,3,334
4,101,5,3,3,43
1,102,2,3,1,67
3,104,2,4,3,460
1,105,1,6,1,14
5,104,3,6,1,481
2,101,5,3,6,305
1,105,3,9,3,471
3,102,5,4,4,353
5,101,5,4,2,377
5,105,1,7,5,315
2,103,2,3,2,201
5,105,2,2,5,111
3,103,3,4,4,147
3,105,5,3,6,41
4,101,2,4,5,257
4,101,4,8,4,28
1,105,2,2,6,308
2,102,3,2,5,149
3,101,3,9,5,303
4,103,2,8,1,355
5,105,3,1,6,119
2,102,1,8,2,156
4,102,3,4,6,284
2,102,1,3,1,299
3,102,5,1,5,180
1,101,4,6,4,203
2,104,1,2,5,421
3,101,2,4,5,407
1,105,5,6,3,168
5,102,2,1,1,302
5,101,5,9,1,135
3,103,2,8,4,131
3,103,4,2,5,462
3,101,2,3,1,329
1,101,4,5,6,401
5,102,1,4,2,162
3,105,5,4,2,205
3,101,4,6,6,388
3,101,4,8,6,438
5,104,5,9,3,182
5,105,3,1,1,69
1,101,4,9,5,483
1,102,1,1,6,313
1,101,4,3,3,453
2,102,5,8,1,471
2,104,3,4,5,487
4,104,3,6,5,296
5,102,5,7,4,44
4,102,4,4,3,114
5,105,5,6,1,46
3,102,1,7,6,474
2,104,4,9,6,473
1,102,2,4,6,395
4,101,1,9,3,183
5,104,5,9,5,294
1,103,5,4,2,30
4,102,3,1,1,199
2,105,5,6,3,455
2,102,2,9,1,357
1,102,1,1,3,127
1,101,3,1,3,56
1,104,2,3,3,55
3,105,2,6,5,53
1,101,5,1,6,63
1,101,5,9,1,100
4,103,5,2,5,360
2,105,5,1,5,457
4,105,2,6,6,53
5,105,2,7,2,303
2,105,2,1,3,383
4,103,3,6,1,444
5,101,5,6,3,471
1,104,4,8,1,112
3,105,1,8,1,291
3,103,3,3,3,460
4,101,4,2,5,418
3,104,4,3,5,392
5,102,4,4,1,163
1,104,2,6,3,213
3,105,2,2,3,235
1,101,2,5,2,243
4,101,2,3,3,279
4,105,5,2,6,175
4,105,1,4,1,159
2,101,3,4,2,109
5,102,3,1,4,423
3,101,2,5,5,335
1,103,3,2,6,89
4,103,2,8,3,97
1,103,1,5,6,376
4,104,1,4,6,394
5,102,2,1,6,134
1,101,1,2,1,171
3,103,5,4,6,444
4,104,5,2,4,341
3,101,2,9,1,397
3,102,1,9,3,83
4,104,4,3,3,244
1,102,3,8,1,197
1,103,3,2,5,125
5,105,3,5,2,302
2,104,4,8,1,367
3,104,1,5,5,214
4,103,2,1,6,133
1,102,5,7,3,105
5,101,2,5,5,194
2,103,2,9,5,454
2,105,3,3,4,123
2,102,1,8,6,186
1,103,2,5,6,374
4,105,5,9,6,12
3,104,5,8,2,417
1,102,4,2,5,427
5,102,4,3,4,289
3,103,1,4,3,446
4,101,4,1,3,69
1,104,3,7,2,316
5,103,5,6,4,26
2,105,5,4,6,430
2,103,3,2,4,63
4,101,4,3,5,291
4,104,5,8,2,226
5,103,4,3,6,344
4,101,1,9,6,491
2,104,4,2,2,262
4,105,4,1,1,101
4,104,2,8,2,98
4,101,3,5,3,22
3,102,2,2,1,95
5,101,4,9,4,500
1,105,4,2,5,463
1,103,1,6,6,453
5,105,5,3,6,76
2,102,5,7,1,320
5,102,5,2,3,357
1,102,3,8,4,253
1,103,1,4,2,313
5,101,3,7,3,155
3,102,1,1,4,361
2,104,5,3,3,361
5,103,2,3,3,304
5,102,3,6,5,46
4,101,4,9,4,226
4,101,3,5,1,28
5,101,3,3,5,285
5,102,5,1,3,210
4,101,3,1,2,488
3,101,4,3,2,228
4,105,1,1,6,19
5,102,4,3,1,112
2,102,3,1,2,451
2,103,4,8,3,94
1,105,2,9,5,392
3,102,3,8,3,486
2,103,2,4,3,88
4,105,4,5,5,35
2,101,4,8,6,71
4,102,4,6,3,47
1,105,4,3,4,55
2,104,3,9,2,97
2,102,1,1,5,24
1,101,1,7,4,470
3,104,1,2,6,495
1,103,2,8,5,122
4,102,2,8,5,469
1,104,1,3,4,484
5,101,1,8,2,327
4,102,1,2,6,111
4,102,5,3,2,122
5,101,4,9,3,445
3,101,1,2,2,155
1,101,1,7,4,489
5,104,1,4,1,26
4,102,1,3,1,439
2,105,3,5,6,430
2,101,4,4,2,205
5,105,4,5,6,368
5,104,3,8,3,281
3,102,1,4,2,27
2,102,5,4,6,89
1,102,1,5,1,307
2,101,1,1,3,297
2,103,4,6,1,323
4,102,5,3,4,276
4,103,5,3,3,352
2,101,2,2,2,429
2,102,3,2,1,199
4,105,4,2,6,55
3,105,2,5,6,60
3,102,3,7,1,85
5,102,3,9,4,467
1,103,1,3,2,105
5,103,2,5,5,264
3,102,4,3,6,227
2,102,4,3,3,395
3,103,2,4,5,162
1,102,5,3,3,327
4,104,5,1,6,265
1,103,3,1,4,476
2,101,5,7,2,117
1,101,4,9,3,455
5,104,4,3,5,93
4,105,5,9,5,197
3,105,1,1,1,190
2,104,2,7,4,252
3,101,5,5,3,115
5,105,5,6,1,427
2,105,5,6,2,475
4,103,1,3,1,307
2,105,4,4,5,209
1,104,4,6,4,45
4,105,2,7,1,466
4,105,3,9,4,345
2,102,5,3,3,304
2,101,5,3,6,3
5,103,1,1,5,186
3,103,3,3,6,459
5,104,3,7,4,93
4,103,3,5,2,12
5,105,2,2,4,421
4,105,1,1,4,326
2,104,1,9,1,168
5,104,3,1,5,238
1,104,2,7,5,246
3,104,5,3,6,414
4,102,2,7,4,355
3,105,3,9,1,437
2,102,5,9,5,179
1,103,4,2,4,159
5,103,2,8,4,3
2,104,4,9,2,344
4,104,1,5,4,470
4,103,4,6,5,356
3,102,3,6,6,460
1,104,2,1,1,375
4,104,3,5,4,405
2,105,2,9,5,236
3,104,1,6,4,268
3,102,5,1,4,440
5,104,5,2,3,476
3,103,1,8,6,223
2,101,5,6,5,83
5,101,4,1,3,294
2,101,1,1,5,500
2,101,1,4,1,470
3,102,3,6,4,81
3,104,1,4,5,138
3,103,5,1,1,431
2,102,4,4,4,291
3,104,3,4,3,416
2,101,1,2,4,400
1,101,3,5,4,187
3,101,5,9,5,375
3,101,3,1,5,262
1,105,3,3,2,304
5,102,3,7,3,296
3,102,2,8,5,389
5,105,4,9,2,127
2,104,3,4,5,350
5,101,3,4,4,255
2,105,2,3,3,111
2,105,1,2,1,324
4,104,5,4,6,352
4,104,5,3,3,176
4,103,5,8,2,485
1,101,4,6,3,18
4,104,5,2,1,464
4,103,1,8,6,352
5,104,4,8,5,390
2,101,2,1,3,228
3,102,2,9,6,170
3,102,2,4,4,389
1,104,5,5,1,376
3,103,5,8,5,165
1,104,1,1,3,161
3,105,2,5,5,50
5,102,3,6,6,497
1,105,1,9,4,13
3,101,5,6,4,62
3,103,3,2,1,408
5,105,1,5,4,369
3,101,4,6,6,80
4,103,2,1,6,25
2,104,4,9,3,344
5,101,4,2,3,150
5,104,5,9,5,349
1,101,5,2,2,343
3,102,2,2,1,378
3,102,1,9,3,57
5,104,4,4,2,133
1,102,2,5,4,181
4,103,2,8,3,394
3,104,1,5,2,248
1,103,3,5,6,307
4,104,2,7,1,92
4,105,3,5,5,292
1,104,2,2,2,244
1,101,5,1,2,56
2,102,5,1,6,453
2,105,3,9,4,41
4,105,3,8,4,216
4,102,4,3,5,102
2,105,5,4,6,311
2,102,1,8,4,128
1,104,2,6,6,32
5,102,3,2,4,138
4,102,2,5,5,453
1,102,4,8,5,97
1,104,2,8,4,338
4,103,4,5,5,161
1,103,1,5,5,268
3,101,5,4,3,206
4,105,1,5,1,4
3,104,1,9,3,408
2,101,2,1,6,175
1,101,2,7,2,274
3,102,5,1,2,267
2,104,1,2,5,419
3,102,5,4,4,116
1,101,2,5,1,194
3,105,5,8,6,9
5,103,3,3,1,200
3,101,3,1,3,36
4,101,5,4,3,413
5,102,5,3,6,233
2,101,3,5,2,40
1,102,5,6,1,445
5,105,4,8,2,106
1,104,2,2,1,318
4,103,1,4,3,78
1,101,3,8,1,317
2,102,1,4,6,390
1,103,3,7,6,192
1,105,4,5,3,206
4,101,4,6,6,460
4,103,5,4,2,53
4,101,3,3,5,394
5,101,4,8,1,114
4,104,5,3,5,454
5,104,2,7,4,284
3,101,4,9,4,340
5,101,4,5,6,122
